epoch,loss_train,ave_loss_train,loss_val,ave_loss_val,loss_test,ave_loss_test,auprc_avg_train,auprc_med_train,auprc_avg_val,auprc_med_val,auprc_avg_test,auprc_med_test
10, 28.52887,0.13848966,12.815972,0.124426916,15.712897,0.1525524,nan,nan,nan,nan,0.20236308571852166,0.1730980885843023
20, 27.509819,0.1335428,13.11397,0.1273201,14.395848,0.13976552,nan,nan,nan,nan,0.1977739709442041,0.17754686636104633
30, 26.359318,0.12795785,12.168416,0.11813996,14.190903,0.13777575,nan,nan,nan,nan,0.20702727482539401,0.18152383904346375
40, 26.943111,0.1307918,12.267179,0.11909882,14.675932,0.14248477,nan,nan,nan,nan,0.2144183022439382,0.17566477724860766
50, 26.03284,0.12637301,11.788528,0.11445173,14.244312,0.1382943,nan,nan,nan,nan,0.2106370055565279,0.18702514670429052
60, 26.148897,0.12693639,11.865618,0.11520017,14.283279,0.13867262,nan,nan,nan,nan,0.20989012246468003,0.17443344759237997
70, 26.780373,0.13000181,11.995306,0.11645928,14.785068,0.14354435,nan,nan,nan,nan,0.22802828592907307,0.18741745852395936
80, 26.474312,0.12851608,11.927995,0.115805775,14.546317,0.14122638,nan,nan,nan,nan,0.22528072829638046,0.19021365647510155
90, 27.971357,0.13578328,11.858544,0.1151315,16.112812,0.15643507,nan,nan,nan,nan,0.22492045957895954,0.18509406208662216
100, 31.411758,0.15248427,14.144907,0.13732919,17.266853,0.16763936,nan,nan,nan,nan,0.21919505593487784,0.17947061125571934
110, 25.869543,0.12558031,11.478001,0.111436896,14.391542,0.13972372,nan,nan,nan,nan,0.2255565133379666,0.18619358074285097
120, 26.206646,0.12721673,11.823709,0.114793286,14.382937,0.13964017,nan,nan,nan,nan,0.22352622931283003,0.1862587683506658
