epoch,loss_train,ave_loss_train,loss_val,ave_loss_val,loss_test,ave_loss_test,auprc_avg_train,auprc_med_train,auprc_avg_val,auprc_med_val,auprc_avg_test,auprc_med_test
10, 26.773602,0.12996894,12.525556,0.12160733,14.248047,0.13833055,nan,nan,nan,nan,0.2102871350912623,0.18944487273190525
20, 26.44984,0.12839729,11.630626,0.1129187,14.819217,0.1438759,nan,nan,nan,nan,0.21493851200380032,0.18617249805789776
30, 26.710793,0.12966405,12.425393,0.12063488,14.285399,0.1386932,nan,nan,nan,nan,0.2129506831054172,0.17987156225239076
40, 27.008083,0.1311072,12.810715,0.12437587,14.1973715,0.13783856,nan,nan,nan,nan,0.21406727473439877,0.18995381983467208
50, 26.174355,0.12705997,11.922898,0.115756296,14.251457,0.13836366,nan,nan,nan,nan,0.21321356577103448,0.18159393893925296
60, 26.490322,0.1285938,11.7488785,0.11406678,14.741443,0.1431208,nan,nan,nan,nan,0.21332440529949606,0.1851692384744137
70, 26.060633,0.12650792,11.666925,0.11327112,14.393708,0.13974474,nan,nan,nan,nan,0.22008040609740165,0.17935579749742536
80, 25.867405,0.12556992,11.292879,0.1096396,14.574525,0.14150023,nan,nan,nan,nan,0.2138797484171909,0.18101303612121283
90, 26.226994,0.1273155,11.840565,0.11495694,14.386429,0.13967407,nan,nan,nan,nan,0.22418344148173702,0.18519815039748322
100, 26.220066,0.12728187,11.741032,0.1139906,14.479035,0.14057316,nan,nan,nan,nan,0.22145862159746382,0.19402109767766887
110, 26.616924,0.12920837,10.961439,0.10642174,15.655484,0.15199499,nan,nan,nan,nan,0.22137938321927575,0.18695672469754893
120, 26.716988,0.12969412,12.1722975,0.118177645,14.544693,0.14121062,nan,nan,nan,nan,0.22358086265592447,0.18444492499738935
