0.048245966,0.11590436,0.021770079,0.035591975,-0.10050704,-0.12281254,-0.026550407,-0.12405009,0.03789508,-0.048549436,0.039470628,-0.0018668605,0.12522574,-0.0031566783,0.06542546,-0.008619222,-0.008060298,-0.0052582105,0.033259872,-0.015012081,-0.07445966,0.048218694,0.06596556,-0.0043656,-0.112101965,-0.08824448,0.11180699,0.090989,0.09877833,0.012654372,0.06668501,0.06768888
-0.018824808,0.032073516,-0.019030146,0.057030383,-0.09617094,0.0053355666,0.08646774,0.106285095,0.01464744,0.039155237,-0.005299691,0.061778758,-0.113530956,0.109216794,-0.05006702,0.05244302,0.0043178564,-0.016285175,-0.07104498,0.06635985,-0.08531165,0.062850334,0.0027024809,0.11499281,-0.05779397,0.03588793,-0.03899638,0.10332925,0.035980184,-0.050495956,-0.060148396,-0.124471076
0.058303025,0.0014727548,-0.08446181,0.07525188,0.101237565,0.0348642,-0.100084,0.11350213,-0.11199536,-0.020309228,0.013971984,-0.100505725,-0.044647377,-0.03588186,-0.09897174,0.018284924,-0.08927419,0.086789995,-0.047194995,0.08254062,-0.10808865,0.12239081,0.03502562,-0.00953073,0.08487707,0.11462719,0.038105123,-0.0360003,0.031171499,0.116903745,0.058803212,-0.08200419
0.06524046,0.10804263,-0.061998,-0.045979552,-0.045949917,-0.02137798,-0.08100809,0.03406322,0.047451627,-0.09676294,0.060648143,-0.009077659,-0.10149322,-0.055024374,-0.060511447,0.098725565,-0.08461798,0.124970384,0.008018775,0.04166513,0.05975077,-0.017557144,0.11331833,-0.013527489,-0.014299958,-0.04208552,0.114074364,-0.10547526,-0.06053418,-0.05162335,-0.11508463,0.03705426
0.06573257,0.054204427,0.11238002,0.040000744,-0.029402407,-0.005902878,0.104615845,-0.088535644,-0.080490954,0.10026946,0.054232404,-0.03582745,0.067094624,-0.04017048,0.08856374,0.049272493,-0.11745906,-0.10430485,0.12355703,-0.06236901,0.11133489,-0.01840727,-0.090331495,-0.064269565,0.024771813,0.099976756,-0.04825462,-0.10110533,-0.09776874,-0.008603077,-0.04348117,0.022811247
-0.08744803,-0.012269269,-0.06702716,0.07253905,0.020712666,-0.017257223,0.0981638,0.047970798,-0.09092327,0.090031825,-0.056561522,0.06444159,0.008862026,-0.11681384,-0.09134098,0.034396663,0.03379534,0.10610273,-0.062165223,-0.021246424,0.082431376,-0.10466215,-0.038642745,-0.107310906,-0.02260601,-0.059951976,-0.04833294,0.015553927,0.08543889,-0.034480363,-0.0975802,-0.058859862
-0.08538106,-0.109674506,0.08296021,0.11654292,0.101087935,-0.03978273,0.08928987,-0.10933559,-0.029167114,0.027378825,-0.012870695,0.10444148,-0.06303141,-0.11885077,0.05637919,0.039706852,0.020922003,0.014203694,-0.019553518,0.04683725,0.042627156,0.010354585,0.088985726,-0.06320146,-0.029187933,0.11290474,-0.049290124,0.024192259,0.005545736,-0.07613692,-0.032437224,0.10712876
0.05274025,-0.0057758973,-0.0380806,0.09665815,-0.0024976393,0.05319189,0.11385918,0.023703594,-0.073935784,-0.038711157,0.0066820234,-0.10571578,-0.03462445,0.07984787,-0.019576602,0.12002656,0.03995345,0.11539682,-0.021853354,0.11035196,0.02855179,0.01099901,-0.07491192,-0.08255567,0.076098934,-0.11884331,-0.0575046,0.0010558434,-0.041492835,-0.0862362,-0.061943844,0.041750688
-0.046288405,-0.04000263,0.0360259,0.09150188,0.09764989,0.082558714,-0.061676398,0.080227576,0.0013473108,0.11052911,0.05117422,0.114554286,0.015640263,0.004739108,0.12306818,0.014865054,-0.10156633,0.022487726,-0.02037765,-0.08155077,-0.086262934,0.11618642,-0.016245607,0.06052982,0.02881342,-0.08096866,-0.0045617935,-0.0029936065,0.06195054,-0.123791106,0.023111982,-0.09771265
0.032424156,-0.01683302,0.05095204,0.117361926,-0.104143985,-0.11880354,0.025890289,-0.04372239,-0.0865877,-0.09967167,0.07271354,0.028215295,-0.07204131,-0.07454015,0.012525994,0.10726995,0.078168675,-0.1208706,0.03019331,-0.09326903,0.007109884,0.08586046,0.06676449,0.047072213,0.064071596,-0.102436826,-0.034141764,-0.08413485,-0.033991862,-0.07679296,-0.07967618,-0.092186175
