epoch,loss_train,ave_loss_train,loss_val,ave_loss_val,loss_test,ave_loss_test,auprc_avg_train,auprc_med_train,auprc_avg_val,auprc_med_val,auprc_avg_test,auprc_med_test
10, 14.437538,0.14017028,4.5007973,0.1551999,3.7662988,0.1255433,0.19515921851034013,0.17626701530507,0.19633765243303702,0.1786867595646267,0.19773702685212696,0.2037464612779043
20, 15.757285,0.15298335,4.701896,0.16213435,4.3628187,0.14542729,0.1768307494031934,0.1520996390432146,0.1924522129184187,0.17542201092764956,0.1465746854109214,0.1322402736266095
30, 14.569689,0.1414533,4.466218,0.15400752,3.985122,0.1328374,0.18568799449622278,0.15989224492095988,0.18899860495001927,0.17736634352083994,0.16732564349397663,0.16704915376189755
40, 14.698414,0.14270304,4.647489,0.16025825,3.7470093,0.12490031,0.2103966793806667,0.20108965150515792,0.20910565716175522,0.2053128976783276,0.19727400555110125,0.17151561747508576
50, 15.796659,0.15336563,5.1340694,0.17703688,3.9664714,0.13221571,0.21891351478646126,0.20359702699985033,0.20891547973732963,0.18892093033869284,0.20932631977855998,0.2076937313732114
60, 15.924523,0.15460703,5.124829,0.17671824,3.92651,0.13088366,0.22210878180379384,0.2068197480810611,0.20456530207421844,0.19750254735461914,0.20073139931194917,0.18817261013416628
70, 14.444305,0.14023598,4.5701456,0.15759122,3.8148456,0.12716152,0.20278082704909958,0.18951434948641394,0.19486930280084636,0.17259973535922635,0.17500432086305953,0.15537429382932766
80, 15.098983,0.14659207,4.4471498,0.15335,4.2908764,0.14302921,0.184063960136381,0.1653523777505952,0.1851938467150982,0.1733659359208788,0.14638673498252036,0.12621375335873217
90, 15.05433,0.14615855,4.762617,0.16422817,3.8727565,0.12909189,0.20121838751225296,0.17517813837232699,0.19989456913656256,0.1766360922360434,0.18862761499177072,0.17082068167888056
100, 14.663963,0.14236857,4.6606226,0.16071112,3.7849777,0.12616593,0.21597100038887193,0.19133962150779804,0.20935162338026372,0.193761563066932,0.18547757864015604,0.17220466230202966
110, 14.644122,0.14217594,4.641994,0.16006877,3.8039873,0.12679957,0.22159708164403663,0.20169328429498543,0.21847120390370184,0.2054715477380923,0.20537876136077776,0.21300968789817457
120, 18.765879,0.182193,5.415681,0.18674761,5.569988,0.18566626,0.13591661121355963,0.10698404716103078,0.1495889412629403,0.15552495701485933,0.09903842414816287,0.08920241183622835
