epoch,loss_train,ave_loss_train,loss_val,ave_loss_val,loss_test,ave_loss_test,auprc_avg_train,auprc_med_train,auprc_avg_val,auprc_med_val,auprc_avg_test,auprc_med_test
10, 14.2384205,0.13823709,4.4120264,0.15213884,3.7695925,0.12565309,0.20068269363661304,0.1810967229148672,0.21050303778599433,0.19004506914511884,0.18118075532537095,0.18714283231610754
20, 16.419643,0.15941401,5.367852,0.18509835,4.1246476,0.13748826,0.21230671615346922,0.18359757407695815,0.2078203281479942,0.20106203715330861,0.18279912084351047,0.1741464064200252
30, 16.12679,0.15657076,5.2158504,0.17985691,3.9848118,0.13282706,0.215627519438257,0.1852933162055895,0.2247407846129631,0.22621889161446007,0.21035773900647073,0.20485062971432327
40, 14.559665,0.14135596,4.5225177,0.15594889,3.8042386,0.12680796,0.20243051206148824,0.18425105715623677,0.2095807284397819,0.205747556667877,0.17525510686018467,0.17397364872089813
50, 14.287872,0.1387172,4.4907155,0.15485226,3.748324,0.12494413,0.21350573957986999,0.18783214141771526,0.20462279079632562,0.20404486013794515,0.18979294344969286,0.14882167486685732
60, 14.090783,0.13680372,4.377231,0.150939,3.8578377,0.12859459,0.20690747792910233,0.20377808008298232,0.19108021647112816,0.1768627733992312,0.1648383023589321,0.16244150219940606
70, 14.3126335,0.1389576,4.562039,0.1573117,3.7403495,0.12467832,0.211250134256815,0.19924050602779075,0.2017631128614675,0.18203808366225535,0.19259531728133056,0.18504006207794232
80, 15.89858,0.15435514,5.0513496,0.17418447,3.992384,0.13307947,0.2277776793255754,0.2006565259514867,0.21551686447705917,0.1956381880354134,0.21481179519612104,0.20597032928740913
90, 14.507147,0.14084609,4.5901885,0.15828237,3.864848,0.12882826,0.19716308967683632,0.17882637794858142,0.19622092468592495,0.19484472102114275,0.19175767084667017,0.15865636485777798
100, 14.319335,0.13902266,4.488588,0.1547789,3.842772,0.1280924,0.20554635399234442,0.18809863341971994,0.2027314119250263,0.1923198524501159,0.16448973767784036,0.14389387411985435
110, 14.952554,0.14517042,4.7502017,0.16380006,3.836849,0.12789497,0.21660808531836678,0.19925855039619678,0.22450662441597408,0.1994982830518724,0.1961621097668874,0.19332379577651493
120, 16.041096,0.1557388,5.2616243,0.18143532,4.055232,0.13517441,0.22699971513469988,0.208306902925238,0.19959822209160882,0.17084614752147653,0.20337783141805085,0.1966138997970585
