file,experiment,rep,loss_train,ave_loss_train,loss_val,ave_loss_val,loss_test,ave_loss_test,auprc_avg_train,auprc_med_train,auprc_avg_val,auprc_med_val,auprc_avg_test,auprc_med_test
node_edge_conv1, 1_layer, 0, 13.962041,0.13555379,4.573946,0.15772228,3.6938803,0.123129345,0.2587858072567634,0.2373580943098487,0.21955809739648685,0.18778125517928534,0.1846852267363914,0.14011383240887093
node_edge_conv1, 1_layer, 1, 13.749466,0.13348997,4.474342,0.15428765,3.694127,0.12313757,0.25880473316012964,0.2355625733093352,0.21191522122679368,0.1819697329324571,0.17276220549156918,0.14162401477679792
node_edge_conv1, 1_layer, 2, 13.760459,0.13359669,4.474714,0.15430048,3.6509233,0.12169744,0.25681601712129226,0.23095486569761794,0.20705334044105064,0.19606183779576491,0.19697783108665154,0.1534546061426302
node_edge_conv1, 1_layer, 3, 13.862368,0.1345861,4.5077205,0.15543863,3.6842008,0.12280669,0.26040046078747225,0.2362984765525534,0.21196557098704133,0.181727967501941,0.19094846268647517,0.1616872753579154
node_edge_conv1, 1_layer, 4, 13.795485,0.13393675,4.4422283,0.15318029,3.6845918,0.12281973,0.25957931529632694,0.2475449838803876,0.22400253738589898,0.18791617806698951,0.18967856408159423,0.15142546473283408
