epoch,loss_train,ave_loss_train,loss_val,ave_loss_val,loss_test,ave_loss_test,auprc_avg_train,auprc_med_train,auprc_avg_val,auprc_med_val,auprc_avg_test,auprc_med_test
10, 14.381755,0.1396287,4.4934664,0.15494712,3.7943954,0.12647985,0.2060758365274687,0.1883141192614726,0.1959030424220512,0.18274298795244967,0.16725959005537408,0.15217064044868056
20, 14.313236,0.13896346,4.4863095,0.15470032,3.7561204,0.12520401,0.22306067739710406,0.1945938755344833,0.2035053772030472,0.19488436572752532,0.1872931469983407,0.15590253005921287
30, 14.204368,0.13790648,4.520656,0.1558847,3.7142596,0.12380865,0.23077511614190963,0.19989278366628954,0.1975079380268527,0.20115252891476362,0.18866615332227035,0.15465594630467946
40, 14.1721945,0.13759412,4.530002,0.15620697,3.6972263,0.12324087,0.24344867958536073,0.2128978338323981,0.2008289757849134,0.20121463217574417,0.19425312571878178,0.1636736240150823
50, 14.070481,0.13660662,4.5175605,0.15577795,3.6800673,0.12266891,0.2458981685993179,0.21747976248979778,0.20276374438117103,0.19452592694180615,0.19145988537835593,0.15089644741270059
60, 13.9583235,0.1355177,4.4564385,0.1536703,3.6640263,0.12213421,0.24578878740347493,0.21780569599863284,0.1999951989918223,0.19862967138393778,0.19442964049421305,0.1457024362297477
70, 14.0109,0.13602816,4.443155,0.15321223,3.7197783,0.12399261,0.24716282975354306,0.23420001351318623,0.2035217195415777,0.17953050652976196,0.19119023211044964,0.1441515130888552
80, 14.114206,0.13703112,4.5915766,0.15833023,3.697032,0.1232344,0.25505089033552825,0.23792313703311674,0.20854378686997388,0.18883403160276865,0.19823729759196193,0.16001563456562704
90, 13.900478,0.1349561,4.514042,0.15565662,3.6658745,0.12219582,0.25707556940575443,0.23528157770456487,0.21049609577814937,0.19447541214336292,0.19890536384466856,0.15495192556966492
100, 13.943015,0.13536908,4.5205746,0.15588188,3.6777523,0.12259174,0.2599619763164124,0.23009772616403965,0.20591714689467724,0.1996374879356308,0.20457936598902807,0.16325734129600672
110, 13.868992,0.13465041,4.4753585,0.15432271,3.681853,0.12272844,0.2596779391869861,0.23250833707328025,0.20570525479126267,0.19077516394396482,0.19892875059684376,0.15603218717448164
120, 13.760459,0.13359669,4.474714,0.15430048,3.6509233,0.12169744,0.25681601712129226,0.23095486569761794,0.20705334044105064,0.19606183779576491,0.19697783108665154,0.1534546061426302
